 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E,,,,,EduQuestIA,"EduQuestIA es una plataforma educativa que combina mecánicas de juego con inteligencia artificial para transformar el aprendizaje en una experiencia de aventura y exploración. A través de misiones dinámicas y personalizadas, los estudiantes desarrollan habilidades de forma motivadora y progresiva, mientras la IA analiza su desempeño y adapta los retos a su nivel. Al mismo tiempo, brinda a los docentes herramientas inteligentes para acompañar, evaluar y reforzar el aprendizaje de manera más eficiente.",,,,,,,OrientaTec,"Desarrollaremos una herramienta orientada a jóvenes que les muestre las oportunidades y accesibilidades que ofrece Tecsup, incluyendo un test para identificar sus áreas de interés y un pre-simulacro actualizado para prepararse para el examen de ingreso.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4E,,,,,ProSync,"ProSync es una plataforma colaborativa que ayuda a las empresas a organizar proyectos y sincronizar equipos en un solo lugar. Con tableros visuales y tareas dinámicas, permite asignar responsables, establecer plazos y dar seguimiento al progreso en tiempo real. Su objetivo es simplificar la gestión del trabajo y garantizar que cada proyecto avance de forma ordenada, productiva y sin perder comunicación entre los miembros del equipo.",,,,,,,ParkMyMovil,"Una aplicación enfocada en automatizar la entrada y salida de vehiculos en centros comerciales. Controlando el tiempo, calculando el precio y efectuando el cobro automático al usuario.  ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5E,,,,,MawiStore,"El proyecto consiste en el desarrollo de una plataforma de comercio electrónico para el supermercado Mowi, que permitirá vender productos en línea mediante una interfaz adaptable a computadoras y dispositivos móviles. Contará con un panel de administración para gestionar el catálogo, precios e inventario, e incorporará una funcionalidad de inteligencia artificial que mejorará el buscador de productos, permitiendo realizar consultas en lenguaje natural y ofreciendo resultados más precisos y relevantes para los usuarios.",,,,,,,T&CShop,Una plataforma de venta de productos para la recaudacion de fondos de la semana del TCWeek,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A,,,,,MuniAPP,"MUNIAPP es una aplicación municipal impulsada por inteligencia artificial que busca convertirse en una herramienta esencial para transformar la relación entre los ciudadanos y su municipalidad. Su propósito es promover una gestión urbana más eficiente, transparente y participativa, donde la tecnología facilite la comunicación directa entre vecinos y autoridades.",,,,,,,MOTORMARKET,"MotorMarket es una plataforma virtual que optimiza la gestión de compras y ventas de automóviles nuevos y usados, organizando inventarios y facilitando transacciones para mejorar la experiencia del cliente en el mercado automotriz.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2A,,,,,healthylife,"La visión del proyecto es desarrollar una página web de salud dirigida a los estudiantes, que sirva como una herramienta accesible y confiable para promover hábitos alimenticios saludables y prevenir el sobrepeso. El objetivo es brindar información, recomendaciones prácticas y recursos interactivos que motiven a los estudiantes a mejorar su estilo de vida, logrando un impacto positivo en su bienestar físico y académico",,,,,,,T&C Week Event,Una plataforma para la organización y gestión de los eventos que tiene la T&C WEEK en Tecsup,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A,,,,,LUDIX,"Agro-Yanapay es una solución tecnológica integral que conecta a productores rurales, asociaciones y compradores mediante aplicaciones móviles y web, diseñadas para funcionar incluso en zonas con conectividad limitada. Su arquitectura está pensada para productores y administradores",,,,,,,OrientaTec,"Desarrollaremos una herramienta orientada a jóvenes que les muestre las oportunidades y accesibilidades que ofrece Tecsup, incluyendo un test para identificar sus áreas de interés y un pre-simulacro actualizado para prepararse para el examen de ingreso.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A,,,,,Fabulae,"Es un Sistema de ventas (ERP) inteligente y modular para restaurantes, que integre en una sola plataforma la gestión de inventarios, pedidos, ventas, reservas y control financiero.
El sistema estará disponible en web y móvil, será escalable y seguro, y contará con funcionalidades de inteligencia artificial para optimizar el consumo de insumos, predecir la demanda de platos y recomendar mejoras operativas.",,,,,,,ParkMyMovil,"Una aplicación enfocada en automatizar la entrada y salida de vehiculos en centros comerciales. Controlando el tiempo, calculando el precio y efectuando el cobro automático al usuario.  ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A,,,,,,"TecMiner es un sistema completo de gestión para operaciones mineras desarrollado con Django REST Framework y MySQL.
Controla todo el ciclo operativo minero: concesiones de terrenos, zonas de extracción, producción diaria, inventario de minerales con análisis de calidad, equipos y mantenimiento, órdenes de venta y pagos de clientes.
Incluye autenticación segura, alertas automáticas (stock bajo, mantenimientos, vencimientos), filtros avanzados y paginación en todos los módulos.",,,,,,,T&CShop,Una plataforma de venta de productos para la recaudacion de fondos de la semana del TCWeek,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6A,,,,, SocialNet,"SocialNet es una red social diseñada para conectar personas y comunidades, facilitando la interacción, el intercambio de ideas y la participación en actividades de interés común. La plataforma permitirá a los usuarios crear perfiles, compartir publicaciones, participar en grupos temáticos, organizar eventos y comunicarse mediante mensajes privados, todo en un entorno seguro y accesible.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
